year,price,transmission,mileage,tax,mpg,engineSize,Make
2017,12450.0,0,24978.0,0,74.3,1.6,1
2019,20490.0,0,1708.0,145,50.4,1.5,1
2019,31489.0,1,7834.0,145,49.6,2.0,0
2016,7698.0,0,35987.0,30,58.0,1.3,2
2017,7950.0,0,52053.0,20,68.9,1.5,3
2019,16500.0,0,6170.0,145,39.2,1.2,2
2015,13291.0,0,22586.0,20,68.9,2.0,1
2017,6495.0,0,19402.0,145,69.0,1.0,2
2018,12370.0,0,26096.0,145,52.3,1.0,4
2017,7695.0,0,12203.0,145,68.9,1.0,2
2015,15995.0,1,27500.0,235,38.2,1.5,3
2018,19072.0,2,8980.0,145,42.2,1.5,1
2016,11995.0,0,19000.0,30,54.3,1.0,3
2017,12495.0,1,4000.0,160,44.8,1.6,3
2016,11595.0,0,17666.0,0,74.3,1.5,3
2019,25995.0,2,5250.0,150,39.8,1.5,1
2019,32290.0,1,5000.0,260,33.6,3.0,1
2013,7999.0,0,61295.0,0,74.3,1.6,0
2019,20732.0,2,965.0,145,54.3,1.5,0
2016,6850.0,0,32005.0,30,57.6,1.2,4
2019,26898.0,2,4917.0,145,65.7,2.0,0
2012,5995.0,0,65700.0,145,53.3,2.0,2
2018,19750.0,0,23299.0,145,53.3,1.5,1
2016,8990.0,0,30889.0,0,65.7,1.0,3
2016,10998.0,1,17669.0,30,55.0,1.3,2
2019,35750.0,1,5619.0,145,32.8,2.0,1
2018,13698.0,0,9616.0,145,44.1,1.0,4
2019,27000.0,1,4444.0,145,41.5,2.0,1
2014,7191.0,0,25324.0,125,51.4,1.3,2
2019,10550.0,0,2463.0,145,47.9,1.2,3
2019,18000.0,0,5000.0,145,49.6,1.6,5
2016,9292.0,0,19350.0,20,62.8,1.0,3
2018,11000.0,0,7433.0,145,64.2,1.1,3
2019,29990.0,1,3500.0,145,38.7,2.0,5
2017,7450.0,0,8621.0,145,57.7,1.2,3
2019,28790.0,2,5559.0,145,44.8,2.0,0
2019,24999.0,0,4106.0,145,47.9,2.0,1
2019,24500.0,2,11213.0,145,37.2,1.5,1
2018,14795.0,0,7006.0,145,55.4,1.0,3
2016,11850.0,0,32650.0,0,67.3,1.0,5
2020,21495.0,0,1500.0,145,53.3,1.6,1
2019,40802.0,1,5456.0,145,34.0,3.0,1
2013,10495.0,1,34671.0,0,74.3,1.8,2
2016,18750.0,1,26194.0,160,45.6,2.0,0
2016,13650.0,0,33552.0,20,60.1,1.4,1
2004,1445.0,0,162000.0,205,49.6,2.0,0
2017,20990.0,1,12590.0,0,74.3,1.8,2
2009,5999.0,1,120000.0,305,34.0,3.0,0
2017,18700.0,0,15258.0,145,60.1,2.0,1
2016,9898.0,0,11083.0,20,60.1,1.2,1
2017,11995.0,0,20429.0,0,65.7,1.0,1
2013,11899.0,1,38705.0,125,60.1,2.0,0
2015,6778.0,2,42328.0,0,67.0,1.0,2
2015,9990.0,0,67000.0,20,67.3,2.0,1
2016,7751.0,0,61500.0,20,60.1,1.0,1
2018,8400.0,0,11460.0,145,68.9,1.0,2
2016,29240.0,2,20619.0,145,54.3,3.0,0
2014,14522.0,2,67000.0,125,58.9,2.0,0
2008,4695.0,0,101000.0,125,58.9,2.0,0
2014,13000.0,1,37334.0,30,62.8,2.0,0
2016,13000.0,0,17076.0,20,68.9,2.0,1
2019,10365.0,0,250.0,145,54.3,1.0,1
2019,20500.0,0,3600.0,145,35.3,1.5,3
2019,8549.0,0,8483.0,145,60.1,1.0,4
2018,12795.0,0,18569.0,150,57.7,1.0,3
2019,21390.0,0,6901.0,145,37.7,2.0,3
2019,35990.0,1,3466.0,145,36.7,2.0,5
2017,17395.0,1,7325.0,140,74.3,1.8,2
2018,13992.0,0,39010.0,145,37.7,2.5,4
2020,15995.0,2,2102.0,145,45.6,1.0,1
2019,23350.0,1,9189.0,145,65.7,2.0,0
2018,10000.0,0,5965.0,145,64.2,1.0,6
2017,10991.0,0,24758.0,20,58.9,1.0,1
2016,17500.0,1,31182.0,0,85.6,1.8,2
2018,28884.0,2,16897.0,145,54.3,2.0,5
2017,13990.0,2,28024.0,125,51.4,1.2,6
2019,12699.0,0,10735.0,145,58.9,1.0,3
2019,33980.0,2,7861.0,145,54.3,2.0,0
2020,34250.0,2,5000.0,145,38.7,2.0,1
2016,19990.0,2,37505.0,205,47.1,2.0,5
2017,19498.0,0,16402.0,145,47.1,2.0,1
2017,8295.0,0,36836.0,0,65.7,1.0,3
2019,22899.0,1,4665.0,135,47.1,2.0,3
2019,8000.0,0,8531.0,145,56.5,0.0,2
2016,10995.0,2,15028.0,20,60.1,1.2,1
2019,12699.0,0,12661.0,145,52.3,1.0,1
2019,59000.0,2,3276.0,145,33.6,3.0,0
2020,19500.0,1,5746.0,150,42.2,1.5,0
2019,36995.0,2,3091.0,145,34.0,2.0,0
2009,9350.0,0,44000.0,145,53.3,2.0,5
2017,35995.0,2,29832.0,145,34.0,3.0,5
2017,9489.0,0,37566.0,0,65.7,1.0,3
2016,12791.0,2,41306.0,30,53.3,1.4,1
2019,20400.0,0,1996.0,145,47.9,2.0,3
2018,11999.0,0,13550.0,145,65.7,1.0,3
2019,11490.0,0,6548.0,150,61.4,1.0,6
2019,31726.0,2,6421.0,145,35.3,2.0,1
2018,13999.0,0,22492.0,145,53.3,1.5,0
2015,8491.0,0,28451.0,20,60.1,1.2,1
2019,31995.0,2,1000.0,145,32.5,2.0,1
2019,16500.0,2,17290.0,145,45.6,1.0,1
2015,9750.0,0,25500.0,20,68.9,2.0,5
2018,16899.0,2,11009.0,145,58.9,1.5,3
2017,11691.0,0,40595.0,30,64.2,2.0,1
2019,9990.0,0,15.0,145,56.5,1.0,2
2019,17500.0,0,4005.0,150,47.1,1.5,1
2016,11199.0,1,15046.0,20,58.9,1.0,1
2017,16995.0,0,14551.0,145,47.1,1.2,2
2017,11700.0,0,25943.0,145,70.6,1.6,1
2019,25990.0,1,15608.0,150,46.3,1.5,0
2018,18981.0,0,18280.0,145,51.4,1.4,5
2019,19995.0,1,4000.0,145,39.8,2.0,1
2020,20998.0,2,15.0,145,49.6,1.6,1
2016,15000.0,1,41284.0,30,57.6,2.0,1
2017,12250.0,0,24757.0,150,56.5,1.5,0
2018,11200.0,0,32558.0,150,55.4,1.4,1
2017,9990.0,0,21777.0,150,58.9,1.0,1
2018,22978.0,2,8702.0,145,46.3,2.0,0
2016,6200.0,0,16384.0,20,60.1,1.0,6
2019,35990.0,1,25.0,145,34.9,3.0,1
2016,7500.0,0,36421.0,0,65.7,1.0,3
2017,9490.0,0,30372.0,20,60.1,1.0,1
2014,17000.0,0,34110.0,145,47.9,1.4,5
2017,20995.0,1,18136.0,0,85.6,1.8,2
2013,10398.0,0,60076.0,20,68.9,2.0,5
2014,10185.0,0,34500.0,20,61.4,1.4,1
2018,10489.0,0,11704.0,150,65.7,1.0,3
2019,24990.0,0,4697.0,145,64.2,2.0,0
2014,12285.0,2,66900.0,125,58.9,2.0,5
2019,15250.0,1,2789.0,135,76.3,1.5,2
2019,20990.0,0,13969.0,145,40.9,1.5,1
2015,14775.0,1,27908.0,0,70.6,1.8,2
2015,12695.0,1,105730.0,125,58.9,2.0,0
2019,24990.0,2,4155.0,145,65.7,2.0,0
2015,6999.0,0,34772.0,125,54.3,1.2,3
2018,31900.0,2,11000.0,150,40.4,2.0,5
2019,31995.0,1,3441.0,145,31.4,2.0,1
2014,8990.0,0,77424.0,30,65.7,2.0,0
2015,11995.0,0,38000.0,125,52.3,1.5,0
2016,19000.0,0,33100.0,160,50.4,2.0,1
2019,21888.0,0,5150.0,145,52.3,1.6,5
2018,17500.0,1,14037.0,145,54.3,1.5,0
2017,19799.0,1,15668.0,145,64.2,2.0,0
2019,25000.0,2,5788.0,145,47.1,2.0,1
2019,25715.0,1,6771.0,135,78.5,1.6,4
2017,17997.0,0,10950.0,145,51.4,1.4,5
2019,19998.0,1,8649.0,145,40.9,2.0,5
2014,6199.0,0,16059.0,30,57.6,1.2,4
2019,30490.0,1,14060.0,145,32.1,2.0,5
2018,18250.0,2,26173.0,145,60.1,2.0,0
2019,35490.0,1,4979.0,145,45.6,2.0,5
2015,25990.0,1,42000.0,235,42.8,3.0,5
2017,10000.0,0,6311.0,0,65.7,1.0,3
2019,10490.0,0,25.0,145,49.6,1.0,4
2016,8291.0,0,30155.0,0,65.7,1.0,3
2016,6290.0,0,12998.0,20,62.8,1.0,1
2017,10995.0,1,24100.0,0,86.0,1.5,2
2019,18860.0,0,8712.0,145,55.4,2.0,1
2018,10600.0,0,23880.0,145,56.5,1.0,3
2014,17500.0,1,51920.0,160,49.6,3.0,0
2015,7699.0,0,38000.0,125,50.4,1.4,4
2009,4995.0,2,99200.0,155,52.3,2.0,5
2019,36598.0,2,24820.0,150,34.5,3.0,1
2017,14495.0,0,9814.0,145,51.4,1.5,3
2019,26490.0,1,5029.0,145,33.2,2.0,6
2016,7119.0,0,31238.0,0,69.0,1.0,2
2017,11300.0,0,13300.0,145,60.1,1.0,3
2019,29990.0,1,5743.0,145,47.9,2.0,5
2016,13498.0,0,38995.0,125,56.5,2.0,3
2017,8895.0,2,18974.0,165,44.1,1.6,3
2020,35440.0,2,600.0,145,36.2,2.0,0
2019,18591.0,2,2341.0,145,48.7,1.0,3
2014,6000.0,0,41183.0,30,57.6,1.2,4
2015,11100.0,0,11524.0,0,83.1,1.5,0
2019,20900.0,1,11251.0,145,29.1,1.5,3
2020,26990.0,2,7.0,145,48.7,2.0,0
2017,7500.0,0,14689.0,145,57.7,1.2,3
2016,16388.0,0,45160.0,30,61.4,2.0,5
2018,11969.0,0,24634.0,145,74.3,1.5,3
2018,14295.0,2,17595.0,145,67.3,2.0,6
2017,8801.0,0,20272.0,145,65.7,1.0,2
2014,11500.0,0,38755.0,145,53.3,2.0,3
2019,32490.0,1,5000.0,145,38.2,2.0,5
2016,13495.0,1,36797.0,30,60.1,2.0,1
2019,12495.0,0,1488.0,145,47.9,1.5,2
2015,37995.0,1,48800.0,0,134.5,1.5,0
2017,9995.0,0,17452.0,145,58.9,1.0,4
2019,28450.0,2,8349.0,145,43.5,2.0,0
2016,7691.0,0,49030.0,0,88.3,1.5,3
2016,15995.0,0,29823.0,150,53.3,2.0,1
2016,6995.0,0,37052.0,0,69.0,1.0,2
2015,21790.0,1,28254.0,10,64.2,1.8,2
2018,13750.0,0,32152.0,150,54.3,1.4,1
2020,13749.0,0,6000.0,150,46.3,1.2,4
2018,19500.0,0,24509.0,150,54.3,2.0,3
2019,18650.0,0,3000.0,145,55.4,1.6,1
2018,6724.0,0,23800.0,145,57.7,1.2,3
2019,34485.0,1,10.0,145,47.1,2.0,5
2019,14995.0,0,4241.0,145,60.1,1.0,6
2019,19990.0,2,13342.0,145,42.2,2.0,1
2017,13998.0,0,15860.0,150,54.3,2.0,3
2015,8799.0,0,31117.0,0,65.7,1.0,3
2017,13100.0,0,5688.0,160,45.6,1.5,3
2015,13898.0,0,60362.0,30,62.8,2.0,5
2015,12340.0,2,15133.0,30,56.5,1.4,1
2019,22760.0,1,10000.0,145,50.4,2.0,1
2019,25950.0,1,4074.0,145,51.4,2.0,5
2019,12500.0,0,3750.0,145,55.4,1.1,3
2015,9415.0,0,32637.0,0,80.7,1.6,5
2012,8990.0,1,64000.0,165,51.4,2.0,0
2018,11500.0,0,15716.0,150,58.9,1.5,2
2018,12500.0,0,10600.0,145,60.1,1.0,1
2017,8000.0,0,47800.0,150,60.1,1.0,1
2014,16999.0,1,39573.0,260,37.2,3.0,0
2019,13070.0,0,13282.0,145,58.9,1.0,3
2017,11170.0,0,34353.0,30,53.3,1.4,1
2015,9290.0,0,42459.0,145,55.4,2.0,6
2019,22966.0,1,14342.0,145,42.2,1.5,5
2017,14924.0,2,27080.0,125,57.6,1.7,4
2018,21990.0,1,10500.0,145,56.5,1.5,5
2011,22995.0,1,45000.0,325,34.4,2.0,1
2017,9495.0,0,17840.0,0,65.7,1.0,3
2013,5879.0,0,51000.0,30,54.3,1.2,3
2015,6995.0,0,8034.0,125,54.3,1.2,3
2015,8000.0,0,50000.0,20,60.1,1.0,3
2017,7695.0,0,28572.0,145,68.9,1.0,2
2016,13699.0,1,16022.0,0,72.4,1.6,1
2020,20995.0,0,250.0,145,47.1,1.5,1
2018,11800.0,0,8736.0,145,56.5,1.5,2
2017,19945.0,2,27829.0,145,52.3,2.0,3
2018,15991.0,0,13701.0,145,64.2,1.5,3
2019,13400.0,0,4187.0,145,47.9,1.5,2
2019,18250.0,1,12240.0,145,44.1,2.0,1
2018,8450.0,0,11350.0,145,57.7,1.2,4
2016,8750.0,0,36857.0,20,60.1,1.2,1
2012,9490.0,1,56384.0,555,27.4,2.5,3
2014,5995.0,0,57304.0,20,65.7,1.6,3
2017,21350.0,2,22100.0,145,56.5,1.5,5
2018,11450.0,0,25117.0,145,65.7,1.0,3
2017,7332.0,0,10073.0,145,69.0,1.0,2
2015,5490.0,0,58000.0,0,65.7,1.0,3
2017,10191.0,0,30355.0,145,60.1,1.0,1
2008,3975.0,0,79000.0,30,62.8,2.0,0
2016,14000.0,0,10173.0,125,52.3,1.4,1
2019,14799.0,0,6249.0,145,60.1,1.0,3
2019,22490.0,0,3000.0,145,44.1,1.5,5
2019,20891.0,0,4489.0,145,50.4,1.6,1
2019,22780.0,2,11944.0,145,44.8,2.0,0
2019,22367.0,0,5200.0,145,47.9,2.0,3
2013,4995.0,0,42709.0,20,61.4,1.2,4
2019,28000.0,1,3500.0,145,50.4,2.0,5
2017,18298.0,0,20637.0,30,67.3,2.0,5
2017,11350.0,0,37051.0,20,70.6,1.6,1
2016,9749.0,0,65549.0,20,67.3,1.6,6
2017,16970.0,0,51663.0,125,50.4,1.4,5
2017,9895.0,0,61320.0,145,68.9,1.6,6
2013,3991.0,0,30626.0,30,57.7,1.2,3
2015,19995.0,2,41000.0,200,47.1,2.0,5
2019,22998.0,0,843.0,145,47.9,2.0,1
2019,21995.0,2,50.0,145,44.8,1.5,1
2019,49990.0,1,6000.0,145,32.8,3.0,5
2019,20950.0,0,100.0,145,52.3,1.5,0
2019,22298.0,1,18435.0,145,34.0,1.5,6
2019,29850.0,2,15648.0,145,31.7,2.0,5
2018,19400.0,0,8973.0,145,41.5,2.0,3
2019,13119.0,0,3000.0,145,61.4,1.0,6
2019,12550.0,0,1974.0,145,47.9,1.5,2
2019,15998.0,0,19231.0,150,34.9,1.6,4
2019,59450.0,2,4500.0,145,30.1,2.9,5
2016,12995.0,2,23214.0,0,65.7,1.0,1
2017,13390.0,2,10296.0,150,60.1,1.2,1
2015,26490.0,2,44100.0,235,42.8,3.0,5
2020,23190.0,1,1691.0,150,45.6,1.0,1
2016,9491.0,0,45526.0,0,74.3,1.5,3
2019,15900.0,0,2500.0,145,52.3,1.0,1
2018,20395.0,2,7048.0,145,48.7,1.8,1
2019,11990.0,0,13606.0,150,48.7,1.0,1
2014,7174.0,0,38703.0,0,76.3,1.6,4
2020,23450.0,0,1524.0,145,44.1,1.5,0
2016,10000.0,2,38953.0,20,60.1,1.2,1
2018,20491.0,1,17152.0,145,31.0,1.5,3
2018,14536.0,0,3800.0,145,55.4,1.0,3
2017,12971.0,0,8306.0,150,60.1,1.2,1
2016,19475.0,0,22274.0,205,39.8,2.0,1
2018,28950.0,2,11986.0,145,36.7,3.0,5
2018,18000.0,0,11770.0,145,60.1,2.0,3
2016,12999.0,1,24975.0,0,72.4,1.8,2
2018,10500.0,0,8234.0,145,64.2,1.1,3
2017,17750.0,0,18022.0,145,67.3,2.0,3
2013,5698.0,0,36253.0,30,58.9,1.0,2
2019,28620.0,1,5705.0,145,31.7,2.0,6
2018,18495.0,2,7118.0,145,55.4,1.5,1
2016,7340.0,0,47257.0,0,65.7,1.0,4
2018,11500.0,0,33694.0,145,65.7,1.0,3
2020,30000.0,2,4000.0,145,42.2,1.5,5
2018,21495.0,1,12989.0,150,57.7,2.0,1
2007,2840.0,1,93000.0,145,48.7,1.3,2
2019,9650.0,0,1711.0,150,54.3,1.0,1
2018,9950.0,0,10405.0,145,64.2,1.1,3
2016,10270.0,2,15850.0,20,72.4,1.6,4
2017,13998.0,1,22457.0,140,72.4,1.8,2
2010,3995.0,0,33563.0,30,55.4,1.2,3
2015,7390.0,0,36236.0,0,65.7,1.0,3
2018,20490.0,0,6369.0,145,52.3,1.5,6
2018,9298.0,0,11572.0,145,57.7,1.0,6
2019,19680.0,1,5000.0,145,42.8,1.5,1
2020,17995.0,2,2800.0,145,45.6,1.5,6
2018,18298.0,0,21456.0,145,67.3,2.0,3
2019,31500.0,1,1000.0,145,36.7,2.0,5
2015,7500.0,2,32000.0,0,57.7,1.0,3
2018,13700.0,0,10800.0,145,74.3,1.5,3
2016,13000.0,1,84320.0,0,188.3,1.4,1
2013,5295.0,0,24000.0,20,62.8,1.0,6
2017,19498.0,0,34518.0,200,39.8,2.0,1
2016,30991.0,1,14286.0,200,47.1,3.0,0
2019,44875.0,1,11918.0,145,37.7,3.0,0
2014,17490.0,2,64330.0,200,47.9,3.0,5
2017,20380.0,1,26018.0,20,57.6,2.5,2
2019,12995.0,0,6000.0,145,60.1,1.0,4
2015,6999.0,0,1666.0,20,60.1,1.0,4
2017,18990.0,1,46520.0,145,64.2,2.0,5
2019,32500.0,2,3438.0,150,34.9,2.0,5
2013,3750.0,0,34655.0,20,61.4,1.2,4
2015,15331.0,0,21324.0,200,39.8,2.0,0
2018,8490.0,0,14597.0,145,60.1,1.0,4
2017,7995.0,0,9000.0,30,57.7,1.2,3
2016,13990.0,2,11170.0,30,53.3,1.4,1
2019,34990.0,2,3425.0,145,60.1,2.0,0
2019,19250.0,1,13414.0,150,50.4,1.5,0
2018,16336.0,0,13648.0,145,68.9,1.6,1
2020,19790.0,0,992.0,145,53.3,1.6,1
2016,19298.0,2,16021.0,160,50.4,2.0,5
2019,21998.0,2,6299.0,145,36.7,1.5,6
2018,13599.0,0,15000.0,145,54.3,1.0,3
2019,22606.0,0,5006.0,145,46.3,2.0,1
2016,13995.0,0,32000.0,20,67.3,2.0,3
2017,17490.0,0,16353.0,125,51.4,1.4,5
2017,32995.0,2,4828.0,145,47.1,2.0,1
2018,18992.0,0,19677.0,145,51.4,1.4,5
2017,7449.0,0,23206.0,145,64.2,1.0,6
2019,15680.0,0,10693.0,145,49.6,1.0,1
2016,5995.0,0,26349.0,20,62.8,1.0,6
2018,9498.0,0,13002.0,145,57.7,1.0,4
2019,27490.0,1,8410.0,145,53.3,3.0,0
2019,12495.0,1,14008.0,150,60.1,1.0,6
2017,13980.0,0,19484.0,145,72.4,1.5,0
2019,14390.0,0,12402.0,150,54.3,1.0,3
2020,17995.0,0,1000.0,145,43.5,1.0,6
2019,21450.0,2,14009.0,150,55.4,2.0,0
2017,21272.0,2,34188.0,205,39.8,2.0,1
2016,17500.0,1,45211.0,145,51.4,2.0,5
2020,28890.0,2,6000.0,145,39.8,3.0,0
2019,23750.0,0,5850.0,145,39.2,2.0,5
2019,20990.0,0,6000.0,145,44.8,1.5,5
2014,5950.0,0,64327.0,0,76.4,1.5,3
2015,11395.0,0,66973.0,125,57.6,2.0,2
2019,34680.0,1,3428.0,145,49.6,3.0,0
2019,26990.0,0,3838.0,145,40.9,1.5,5
2017,11895.0,0,30899.0,145,62.8,1.0,5
2019,39480.0,1,4859.0,145,29.1,3.0,0
2015,9250.0,0,24614.0,20,61.4,1.0,3
2020,12500.0,0,371.0,150,56.5,1.0,4
2019,20990.0,0,5812.0,145,54.3,1.5,3
2014,7676.0,0,22358.0,0,76.4,1.5,3
2018,16995.0,2,17276.0,150,46.3,1.5,0
2019,28991.0,2,3901.0,145,38.7,2.0,0
2019,14690.0,0,15300.0,145,57.7,1.6,1
2019,24999.0,0,16448.0,145,55.4,2.0,3
2019,14390.0,0,10889.0,145,58.9,1.0,3
2014,16998.0,2,30954.0,235,37.7,3.0,0
2019,8995.0,0,2198.0,145,60.1,1.0,4
2013,5995.0,0,23390.0,20,62.8,1.0,1
2016,21490.0,2,20898.0,125,57.6,2.0,1
2019,13046.0,0,10851.0,145,49.6,1.0,1
2020,18200.0,0,50.0,145,55.4,1.0,3
2017,17980.0,2,32181.0,150,57.6,2.0,0
2016,9000.0,0,12005.0,0,65.7,1.0,3
2016,10840.0,2,60595.0,20,58.9,1.6,1
2017,15998.0,2,15931.0,125,51.4,2.0,0
2020,23550.0,1,1121.0,135,58.9,1.8,2
2017,9495.0,0,39344.0,145,62.8,1.0,3
2018,11997.0,0,7269.0,145,61.4,1.0,3
2016,15995.0,0,47750.0,160,50.4,2.0,1
2017,8700.0,0,11000.0,145,54.3,1.2,3
2019,8995.0,0,9233.0,145,56.5,1.0,2
2017,8800.0,0,16000.0,150,54.3,1.2,3
2015,12990.0,0,72020.0,20,67.3,2.0,1
2019,46480.0,1,6785.0,145,35.8,3.0,5
2016,7991.0,2,34924.0,160,44.1,1.6,3
2015,8998.0,0,10803.0,20,60.1,1.2,1
2012,10990.0,1,90000.0,160,50.4,2.0,0
2016,15340.0,0,34973.0,20,67.3,2.0,1
2016,15799.0,0,19750.0,200,41.5,2.0,3
2018,19495.0,0,13675.0,150,52.3,2.0,6
2019,16250.0,2,3374.0,150,45.6,1.5,6
2017,10000.0,2,10606.0,145,44.1,1.6,3
2017,9990.0,0,16572.0,150,58.9,1.5,2
2020,32989.0,0,6800.0,150,47.9,2.0,1
2017,18999.0,0,20619.0,160,50.4,2.0,1
2019,13999.0,0,15207.0,145,60.1,1.0,6
2017,9999.0,0,29364.0,20,60.1,1.2,1
2019,13695.0,0,4861.0,145,44.1,1.0,4
2018,7800.0,0,7741.0,145,57.7,1.2,3
2017,12750.0,0,33945.0,145,67.3,1.6,1
2017,17182.0,0,34687.0,145,60.1,2.0,0
2017,10730.0,0,10410.0,20,60.1,1.0,1
2019,35990.0,2,15.0,145,54.3,2.0,0
2019,15999.0,0,214.0,145,58.9,1.0,3
2018,14991.0,0,13032.0,145,62.8,1.0,3
2018,16498.0,2,7929.0,145,42.2,1.5,1
2013,6850.0,0,46013.0,125,53.3,1.2,1
2016,8995.0,0,20741.0,0,65.7,1.0,3
2019,30985.0,1,2710.0,145,40.9,1.5,5
2018,8349.0,0,10918.0,150,60.1,1.0,4
2017,9400.0,0,25760.0,145,64.2,1.0,6
2016,6990.0,0,12321.0,20,62.8,1.0,1
2013,7698.0,0,36101.0,125,60.1,1.6,3
2016,10292.0,1,10240.0,145,47.9,1.6,3
2019,33995.0,1,5000.0,145,49.6,2.0,0
2016,7299.0,0,88993.0,0,74.3,1.5,3
2016,14257.0,0,14170.0,20,60.1,1.4,5
2010,7375.0,0,80000.0,150,53.3,2.0,5
2017,19991.0,2,15352.0,150,54.3,2.0,1
2015,9950.0,0,30268.0,125,60.1,2.0,3
2019,11990.0,0,10091.0,145,47.9,1.5,2
2017,18900.0,0,16000.0,200,41.5,2.0,3
2017,16491.0,1,20257.0,140,78.5,1.6,4
2019,14999.0,0,4197.0,145,60.1,1.0,3
2019,31990.0,2,7595.0,145,38.7,2.0,5
2019,36490.0,2,4068.0,150,40.9,3.0,0
2016,15899.0,0,39886.0,125,56.5,2.0,3
2017,8698.0,0,16284.0,145,54.3,1.2,3
2018,24475.0,2,34733.0,145,50.4,2.0,5
2018,7995.0,0,12640.0,145,57.7,1.0,6
2016,18390.0,0,34363.0,200,39.8,2.0,1
2019,26495.0,2,4111.0,145,38.7,1.5,1
2014,12350.0,1,55317.0,200,47.9,2.0,5
2017,18498.0,0,21540.0,145,51.4,1.4,5
2017,11250.0,0,22989.0,30,64.2,1.5,3
2019,83995.0,2,5978.0,150,30.7,4.0,5
2017,18522.0,0,10456.0,145,36.2,2.0,2
2017,9700.0,0,51633.0,30,64.2,1.5,3
2010,6675.0,0,80000.0,125,57.6,2.0,1
2019,18995.0,2,13456.0,145,62.8,2.0,6
2015,8499.0,0,50500.0,20,67.3,1.7,4
2017,10395.0,0,18537.0,20,58.9,1.0,1
2018,8895.0,0,13846.0,145,61.4,1.0,6
2019,18495.0,0,100.0,145,47.1,1.5,1
2020,27990.0,2,8.0,145,52.3,2.0,0
2020,22990.0,2,4250.0,145,36.2,1.6,4
2017,15130.0,2,18956.0,145,57.7,2.0,6
2018,17998.0,0,25922.0,145,50.4,1.4,5
2019,30000.0,1,8406.0,140,49.6,2.5,2
2018,14999.0,0,15500.0,150,44.8,1.6,4
2018,11690.0,0,11483.0,145,65.7,1.0,3
2019,55490.0,2,4959.0,145,44.1,3.0,5
2019,20000.0,0,470.0,145,51.4,1.0,3
2015,12048.0,0,52894.0,20,67.3,2.0,1
2019,38990.0,2,6000.0,145,32.1,2.0,5
2019,26000.0,1,6000.0,145,40.4,2.0,1
2014,7170.0,0,45018.0,0,65.7,1.0,3
2016,9588.0,1,89603.0,125,58.9,2.0,1
2016,8882.0,0,32512.0,20,60.1,1.2,1
2017,14500.0,1,7962.0,0,86.0,1.5,2
2019,17750.0,0,10000.0,150,34.9,1.6,4
2019,14555.0,0,14328.0,145,68.9,1.6,6
2019,31490.0,1,7753.0,145,31.7,2.0,5
2017,7195.0,0,31226.0,145,57.7,1.2,4
2017,13990.0,0,17876.0,145,55.4,2.0,6
2018,24795.0,2,16417.0,150,39.2,2.0,1
2019,8795.0,0,3000.0,145,56.5,1.0,2
2018,11100.0,0,5974.0,145,65.7,1.0,3
2018,14499.0,0,6478.0,145,54.3,1.0,3
2007,2495.0,0,99000.0,200,45.6,2.0,1
2018,18800.0,0,5087.0,150,41.5,2.0,3
2016,19450.0,1,18574.0,160,49.6,2.0,1
2015,19751.0,2,35112.0,200,47.1,2.0,5
2020,16000.0,1,500.0,145,48.7,1.0,3
2017,11500.0,0,7121.0,145,55.4,1.0,3
2019,17891.0,1,2453.0,145,36.7,1.5,6
2014,8679.0,1,15749.0,0,57.7,1.0,3
2016,8900.0,0,11800.0,20,60.1,1.0,1
2019,16990.0,0,6127.0,145,53.3,1.6,1
2015,10995.0,1,49479.0,0,78.0,1.5,2
2018,20500.0,1,10010.0,145,56.5,1.5,5
2019,20250.0,0,9500.0,145,55.4,1.6,1
2019,27989.0,2,2902.0,145,38.2,2.0,5
2019,14800.0,0,656.0,145,56.5,1.0,3
2017,12698.0,2,14876.0,125,51.4,1.0,3
2017,19990.0,2,51243.0,30,62.8,2.0,5
2017,14999.0,0,27890.0,145,57.6,2.0,0
2015,7750.0,0,43455.0,30,58.0,1.3,2
2019,15695.0,0,8293.0,145,34.9,1.6,4
2012,6990.0,1,87000.0,145,47.1,2.0,5
2016,9498.0,0,18361.0,0,78.4,1.6,4
2019,11187.0,0,5435.0,150,61.4,1.0,6
2015,15490.0,1,35717.0,145,48.7,1.8,5
2015,10998.0,2,30552.0,30,56.5,1.4,1
2017,7990.0,0,9330.0,145,57.7,1.2,3
2019,9390.0,0,7310.0,145,57.7,1.0,6
2019,33390.0,1,45.0,145,39.2,0.0,5
2017,10190.0,0,34987.0,150,60.1,1.2,1
2019,22470.0,2,1124.0,150,44.8,1.5,5
2020,11890.0,0,25.0,145,51.4,1.0,1
2016,6991.0,0,52456.0,0,78.5,1.4,6
2018,17298.0,0,14098.0,145,61.4,1.6,6
2017,10795.0,0,20418.0,145,60.1,1.0,3
2018,22632.0,2,14852.0,145,60.1,2.0,0
2016,15945.0,0,13903.0,200,41.5,2.0,3
2014,9950.0,0,83412.0,150,54.3,2.0,5
2015,6990.0,0,16564.0,20,60.1,1.0,1
2019,21999.0,0,10493.0,145,43.5,2.0,1
2019,30999.0,1,10768.0,140,51.1,2.5,2
2017,10000.0,0,24415.0,150,52.3,1.0,3
2015,11799.0,0,13741.0,30,56.5,1.4,5
2020,29498.0,2,15.0,150,45.6,2.0,1
2017,8495.0,0,45956.0,20,58.9,1.2,6
2018,12500.0,0,17090.0,145,52.3,1.0,1
