Case Diameter (mm),Case Thickness (mm),Band Width (mm),Case Material,Strap Material,Movement Type,Water Resistance,Dial Color,Crystal Material,Predicted Price (USD)
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Red Gold,,,,Silver,,7868.476190476189
,,,Yellow Gold,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Yellow Gold,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Moonshine Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Black,,4848.5
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Titanium,,,,White,,7157.0
,,,Yellow Gold,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Moonshine Gold,,,,Green,,6918.833333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Green,,5052.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Red Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Yellow Gold,,,,Champagne,,6918.833333333332
,,,Yellow Gold,,,,Black,,6676.833333333332
,,,Red Gold,,,,Grey,,6918.833333333332
,,,Yellow Gold,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Yellow Gold,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Titanium,,,,Grey,,6414.5
,,,Stainless Steel,,,,Green,,5052.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Purple,,5052.071428571428
,,,Titanium,,,,Green,,6414.5
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Platinum,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Titanium,,,,Grey,,6414.5
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Green,,5052.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Beige,,5052.071428571428
,,,Titanium,,,,Green,,6414.5
,,,Titanium,,,,Grey,,6414.5
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Sedna Gold,,,,Rose,,6918.833333333332
,,,Moonshine Gold,,,,Green,,6918.833333333332
,,,Stainless Steel,,,,Green,,5052.071428571428
,,,Moonshine Gold,,,,Green,,6918.833333333332
,,,Moonshine Gold,,,,Blue,,6916.833333333332
,,,Stainless Steel,,,,Pink,,5052.071428571428
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Red Gold,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Titanium,,,,White,,7157.0
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Blue,,6916.833333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Black,,4848.5
,,,Red Gold,,,,Grey,,6918.833333333332
,,,Red Gold,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Red Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Beige,,5052.071428571428
,,,Orange Gold,,,,Grey,,6918.833333333332
,,,Canopus Gold,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Brown,,6918.833333333332
,,,Yellow Gold,,,,Black,,6676.833333333332
,,,Yellow Gold,,,,Black,,6676.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Sedna Gold,,,,Purple,,6918.833333333332
,,,Stainless Steel,,,,Green,,5052.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Green,,5052.071428571428
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Red Gold,,,,Grey,,6918.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Blue,,6916.833333333332
,,,Red Gold,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Red Gold,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Black,,4848.5
,,,Titanium,,,,White,,7157.0
,,,Red Gold,,,,White,,7661.333333333332
,,,Sedna Gold,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Red Gold,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,Ivory,,5052.071428571428
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,White Gold,,,,Grey,,6828.833333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Red Gold,,,,Silver,,7868.476190476189
,,,Red Gold,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Ivory,,5052.071428571428
,,,Stainless Steel,,,,White,,5480.0
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,Black,,4848.5
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Sedna Gold,,,,Silver,,7868.476190476189
,,,Sedna Gold,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Green,,6918.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Bilgi Yok,,,,Black,,6676.833333333332
,,,Moonshine Gold,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,White,,5480.0
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Sedna Gold,,,,Blue,,6916.833333333332
,,,Bilgi Yok,,,,Green,,6918.833333333332
,,,Stainless Steel,,,,Green,,5052.071428571428
,,,Moonshine Gold,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Green,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Sedna Gold,,,,White,,7661.333333333332
,,,Yellow Gold,,,,Black,,6676.833333333332
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Yellow Gold,,,,Black,,6676.833333333332
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Brown,,5052.071428571428
,,,Stainless Steel,,,,Brown,,5052.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Sedna Gold,,,,Paved,,6918.833333333332
,,,Sedna Gold,,,,Paved,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Sedna Gold,,,,Silver,,7868.476190476189
,,,Yellow Gold,,,,Silver,,7868.476190476189
,,,Sedna Gold,,,,Beige,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Yellow Gold,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Sedna Gold,,,,Paved,,6918.833333333332
,,,Sedna Gold,,,,Paved,,6918.833333333332
,,,Yellow Gold,,,,Blue,,6916.833333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Bilgi Yok,,,,Red,,6918.833333333332
,,,Moonshine Gold,,,,Champagne,,6918.833333333332
,,,Moonshine Gold,,,,Green,,6918.833333333332
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Red Gold,,,,Black,,6676.833333333332
,,,Red Gold,,,,White,,7661.333333333332
,,,Red Gold,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Red Gold,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Yellow Gold,,,,White,,7661.333333333332
,,,White Gold,,,,White,,7571.333333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Red Gold,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Ivory,,5052.071428571428
,,,Red Gold,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,White,,5480.0
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Red Gold,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Brown,,6918.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Pink,,5052.071428571428
,,,Bilgi Yok,,,,Black,,6676.833333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Brown,,5052.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Bilgi Yok,,,,Pink,,6918.833333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Yellow Gold,,,,Black,,6676.833333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Moonshine Gold,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,Purple,,5052.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Sedna Gold,,,,Brown,,6918.833333333332
,,,Sedna Gold,,,,Paved,,6918.833333333332
,,,Sedna Gold,,,,Paved,,6918.833333333332
,,,Sedna Gold,,,,Paved,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Titanium,,,,Grey,,6414.5
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Sedna Gold,,,,Blue,,6916.833333333332
,,,Sedna Gold,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Beige,,5052.071428571428
,,,Bilgi Yok,,,,Black,,6676.833333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Bilgi Yok,,,,Rose,,6918.833333333332
,,,Sedna Gold,,,,Purple,,6918.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Moonshine Gold,,,,Silver,,7868.476190476189
,,,Sedna Gold,,,,Beige,,6918.833333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Red Gold,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Black,,6676.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,Black,,4848.5
,,,Red Gold,,,,Grey,,6918.833333333332
,,,White Gold,,,,Grey,,6828.833333333332
,,,Stainless Steel,,,,White,,5480.0
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,White Gold,,,,Paved,,6828.833333333332
,,,Yellow Gold,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Bilgi Yok,,,,Black,,6676.833333333332
,,,White Gold,,,,Silver,,7778.476190476189
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Yellow Gold,,,,Black,,6676.833333333332
,,,White Gold,,,,Grey,,6828.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Red Gold,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Black,,6676.833333333332
,,,Yellow Gold,,,,Black,,6676.833333333332
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Sedna Gold,,,,Paved,,6918.833333333332
,,,Bilgi Yok,,,,Blue,,6916.833333333332
,,,Bilgi Yok,,,,Blue,,6916.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Beige,,6918.833333333332
,,,Yellow Gold,,,,Blue,,6916.833333333332
,,,Stainless Steel,,,,Pink,,5052.071428571428
,,,Stainless Steel,,,,Orange,,5052.071428571428
,,,Sedna Gold,,,,Pink,,6918.833333333332
,,,Bilgi Yok,,,,Beige,,6918.833333333332
,,,Canopus Gold,,,,Salmon,,6918.833333333332
,,,Sedna Gold,,,,Pink,,6918.833333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Bilgi Yok,,,,Blue,,6916.833333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Sedna Gold,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Sedna Gold,,,,Paved,,6918.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Sedna Gold,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Blue,,6916.833333333332
,,,Moonshine Gold,,,,Grey,,6918.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Black,,6676.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Red Gold,,,,Grey,,6918.833333333332
,,,Red Gold,,,,Grey,,6918.833333333332
,,,Sedna Gold,,,,White,,7661.333333333332
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Yellow Gold,,,,Black,,6676.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,White,,5480.0
,,,Red Gold,,,,Grey,,6918.833333333332
,,,Red Gold,,,,Black,,6676.833333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Red Gold,,,,Grey,,6918.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Red Gold,,,,Grey,,6918.833333333332
,,,Red Gold,,,,Silver,,7868.476190476189
,,,Red Gold,,,,Grey,,6918.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Red Gold,,,,Silver,,7868.476190476189
,,,Red Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Purple,,5052.071428571428
,,,Stainless Steel,,,,Brown,,5052.071428571428
,,,Stainless Steel,,,,White,,5480.0
,,,Sedna Gold,,,,White,,7661.333333333332
,,,Sedna Gold,,,,Paved,,6918.833333333332
,,,Sedna Gold,,,,Paved,,6918.833333333332
,,,Bilgi Yok,,,,Pink,,6918.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Green,,5052.071428571428
,,,Yellow Gold,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,Brown,,5052.071428571428
,,,Sedna Gold,,,,Grey,,6918.833333333332
,,,Sedna Gold,,,,Paved,,6918.833333333332
,,,Sedna Gold,,,,Paved,,6918.833333333332
,,,Sedna Gold,,,,Paved,,6918.833333333332
,,,Sedna Gold,,,,Paved,,6918.833333333332
,,,Sedna Gold,,,,Paved,,6918.833333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Moonshine Gold,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Yellow Gold,,,,Grey,,6918.833333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Red Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Yellow Gold,,,,Champagne,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,Yellow Gold,,,,Silver,,7868.476190476189
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Sedna Gold,,,,Paved,,6918.833333333332
,,,Sedna Gold,,,,Blue,,6916.833333333332
,,,Bilgi Yok,,,,Pink,,6918.833333333332
,,,Stainless Steel,,,,Beige,,5052.071428571428
,,,Stainless Steel,,,,White,,5480.0
,,,Sedna Gold,,,,Paved,,6918.833333333332
,,,Bilgi Yok,,,,Pink,,6918.833333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,White Gold,,,,Grey,,6828.833333333332
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,White,,5480.0
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Yellow Gold,,,,Black,,6676.833333333332
,,,Sedna Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Black,,6676.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Sedna Gold,,,,Blue,,6916.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
